airportcode,airportcodecopy,airport,city,country,lat,long,currencycode,toeuro,fromeuro
PLO,PLO,Port Lincoln Airport,Port Lincoln,Australia,-34.6053,135.88,AUD,0.7253,1.3791
EDR,EDR,Pormpuraaw Airport,Pormpuraaw,Australia,-14.8967,141.609,AUD,0.7253,1.3791
PQQ,PQQ,Port Macquarie Airport,Port Macquarie,Australia,-31.4358,152.863,AUD,0.7253,1.3791
PTJ,PTJ,Portland Airport,Portland,Australia,-38.3181,141.471,AUD,0.7253,1.3791
ULP,ULP,Quilpie Airport,Quilpie,Australia,-26.6122,144.253,AUD,0.7253,1.3791
RAM,RAM,Ramingining Airport,Ramingining,Australia,-12.3564,134.898,AUD,0.7253,1.3791
RMA,RMA,Roma Airport,Roma,Australia,-26.545,148.775,AUD,0.7253,1.3791
SGO,SGO,St George Airport,St George,Australia,-28.0497,148.595,AUD,0.7253,1.3791
MJK,MJK,Shark Bay Airport,Shark Bay,Australia,-25.8939,113.577,AUD,0.7253,1.3791
SBR,SBR,Saibai Island Airport,Saibai Island,Australia,-9.37833,142.625,AUD,0.7253,1.3791
SRN,SRN,Strahan Airport,Strahan,Australia,-42.155,145.292,AUD,0.7253,1.3791
XTG,XTG,Thargomindah Airport,Thargomindah,Australia,-27.9864,143.811,AUD,0.7253,1.3791
TCA,TCA,Tennant Creek Airport,Tennant Creek,Australia,-19.6344,134.183,AUD,0.7253,1.3791
VCD,VCD,Victoria River Downs Airport,Victoria River Downs,Australia,-16.4033,131.002,AUD,0.7253,1.3791
SYU,SYU,Warraber Island Airport,Sue Islet,Australia,-10.2083,142.825,AUD,0.7253,1.3791
WNR,WNR,Windorah Airport,Windorah,Australia,-25.4131,142.667,AUD,0.7253,1.3791
WYA,WYA,Whyalla Airport,Whyalla,Australia,-33.0589,137.514,AUD,0.7253,1.3791
WUN,WUN,Wiluna Airport,Wiluna,Australia,-26.6292,120.221,AUD,0.7253,1.3791
WOL,WOL,Wollongong Airport,Wollongong,Australia,-34.5611,150.789,AUD,0.7253,1.3791
WIN,WIN,Winton Airport,Winton,Australia,-22.3636,143.086,AUD,0.7253,1.3791
BWT,BWT,Wynyard Airport,Burnie,Australia,-40.9989,145.731,AUD,0.7253,1.3791
OKR,OKR,Yorke Island Airport,Yorke Island,Australia,-9.75703,143.411,AUD,0.7253,1.3791
XMY,XMY,Yam Island Airport,Yam Island,Australia,-9.90111,142.776,AUD,0.7253,1.3791
WME,WME,Mount Keith,Mount Keith,Australia,-27.286389,120.554722,AUD,0.7253,1.3791
NOA,NOA,Nowra Airport,Nowra,Australia,-34.9489,150.537,AUD,0.7253,1.3791
KTR,KTR,Tindal Airport,Katherine,Australia,-14.5211,132.378,AUD,0.7253,1.3791
TRO,TRO,Taree Airport,Taree,Australia,-31.8886,152.514,AUD,0.7253,1.3791
OAG,OAG,Orange Airport,Orange,Australia,-33.3817,149.133,AUD,0.7253,1.3791
GFN,GFN,Grafton Airport,Grafton,Australia,-29.7594,153.03,AUD,0.7253,1.3791
TWB,TWB,Toowoomba,Toowoomba,Australia,-27.542778,151.916389,AUD,0.7253,1.3791
BWB,BWB,Barrow Island Airport,Barrow Island,Australia,-20.798,115.406,AUD,0.7253,1.3791
MWB,MWB,Morawa Airport,Morawa,Australia,-29.211,116.009,AUD,0.7253,1.3791
EXM,EXM,Exmouth Airport,Exmouth,Australia,-21.933,114.128,AUD,0.7253,1.3791
DRB,DRB,Derby Airport,Derby,Australia,-17.39,123.68,AUD,0.7253,1.3791
WGE,WGE,Walgett Airport,Walgett,Australia,-30.0318,148.1222,AUD,0.7253,1.3791
BRT,BRT,Bathurst Island Airport,Bathurst Island,Australia,-11.769167,130.619722,AUD,0.7253,1.3791
DKI,DKI,Dunk Island Airport,Dunk Island,Australia,-17.939722,146.141944,AUD,0.7253,1.3791
LZR,LZR,Lizard Island Airport,Lizard Island,Australia,-14.673056,145.454444,AUD,0.7253,1.3791
HLT,HLT,Hamilton Airport,Hamilton,Australia,-37.648889,142.065278,AUD,0.7253,1.3791
HCQ,HCQ,Halls Creek Airport,Halls Creek,Australia,-18.233889,127.669722,AUD,0.7253,1.3791
FIZ,FIZ,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,-18.178,125.591,AUD,0.7253,1.3791
RVT,RVT,Ravensthorpe Airport,Ravensthorpe,Australia,-33.797222,120.208056,AUD,0.7253,1.3791
HRN,HRN,Heron Island,Heron Island,Australia,-23.441667,151.911389,AUD,0.7253,1.3791
LYT,LYT,Lady Elliot Island,Lady Elliot Island,Australia,-24.113333,152.715278,AUD,0.7253,1.3791
ORS,ORS,Orpheus Island,Orpheus Island,Australia,-18.634,146.5,AUD,0.7253,1.3791
GEX,GEX,Geelong Airport,Geelong,Australia,-38.225,144.333,AUD,0.7253,1.3791
PEA,PEA,Penneshaw Airport,Penneshaw,Australia,-34.75,137.933,AUD,0.7253,1.3791
CDA,CDA,Cooinda,Cooinda,Australia,-12.9033,132.532,AUD,0.7253,1.3791
JAB,JAB,Jabiru,Jabiru,Australia,-12.6571,132.893,AUD,0.7253,1.3791
TEF,TEF,Telfer Airport,Telfer,Australia,-21.713057,122.21222,AUD,0.7253,1.3791
RMK,RMK,Renmark,Renmark,Australia,-34.118,140.404,AUD,0.7253,1.3791
XMC,XMC,Mallacoota Airport,Mallacoota,Australia,-37.598301,149.720001,AUD,0.7253,1.3791
YUE,YUE,Yuendumu ,Yuendumu ,Australia,-22.254167,131.781944,AUD,0.7253,1.3791
GKL,GKL,Great Keppel Island,Great Keppel Island,Australia,-23.186,150.943,AUD,0.7253,1.3791
RPB,RPB,Roper Bar,Roper Bar,Australia,-14.73457,134.5252,AUD,0.7253,1.3791
IFL,IFL,Innisfail,Innisfail,Australia,-17.55908,146.01123,AUD,0.7253,1.3791
MOO,MOO,Moomba,Moomba,Australia,-28.1,140.2,AUD,0.7253,1.3791
ONS,ONS,Onslow ,Onslow,Australia,-21.667,115.116,AUD,0.7253,1.3791
TDR,TDR,Theodore,Theodore,Australia,-24.986737,150.093112,AUD,0.7253,1.3791
CCL,CCL,Chinchilla,Chinchilla,Australia,-26.769444,150.616667,AUD,0.7253,1.3791
JHQ,JHQ,Shute Harbour,Shute Harbour,Australia,-20.278299,148.757004,AUD,0.7253,1.3791
SHT,SHT,Shepparton,Shepparton,Australia,-36.428902,145.393005,AUD,0.7253,1.3791
TEM,TEM,Temora,Temora,Australia,-34.4248,147.5104,AUD,0.7253,1.3791
GAH,GAH,Gayndah,Gayndah,Australia,-25.61528,151.62083,AUD,0.7253,1.3791
WIO,WIO,Wilcannia,Wilcannia,Australia,-31.51749992,143.3789978,AUD,0.7253,1.3791
BEO,BEO,Belmont Airport,Lake Macquarie,Australia,-33.066667,151.648333,AUD,0.7253,1.3791
BMP,BMP,Brampton Island,Brampton Island,Australia,-20.8044444,149.2794444,AUD,0.7253,1.3791
BQB,BQB,Brusselton,Brusselton,Australia,-33.687222,115.400278,AUD,0.7253,1.3791
IVR,IVR,Inverell,Inverell,Australia,-29.888333,151.144167,AUD,0.7253,1.3791
GLI,GLI,Glen Innes,Glen Innes,Australia,-29.675,151.69,AUD,0.7253,1.3791
KFE,KFE,Dave Forest Airport,Cloudbreak,Australia,-22.291945,119.437225,AUD,0.7253,1.3791
SLJ,SLJ,Solomon Airport,Solomon,Australia,-22.255,117.85,AUD,0.7253,1.3791
COJ,COJ,Coonabarabran,Coonabarabran,Australia,-31.337221,149.27194,AUD,0.7253,1.3791
BSJ,BSJ,Bairnsdale Airport,Bairnsdale,Australia,-37.8875,147.567778,AUD,0.7253,1.3791
PXH,PXH,Prominent Hill,Prominent Hill,Australia,-29.716667,135.521667,AUD,0.7253,1.3791
XCH,XCH,Christmas Island,Christmas Island,Christmas Island,-10.450556,105.690278,AUD,0.7253,1.3791
CCK,CCK,Cocos Keeling Island Airport,Cocos Keeling Island,Cocos (Keeling) Islands,-12.1883,96.8339,AUD,0.7253,1.3791
TRW,TRW,Bonriki Intl,Tarawa,Kiribati,1.381636,173.147036,AUD,0.7253,1.3791
TBF,TBF,Tabiteuea North,Tabiteuea North,Kiribati,-1.224469,174.775614,AUD,0.7253,1.3791
CIS,CIS,Canton,Canton Island,Kiribati,-2.768122,-171.710394,AUD,0.7253,1.3791
CXI,CXI,Cassidy Intl,Kiritimati,Kiribati,1.986161,-157.349778,AUD,0.7253,1.3791
ABF,ABF,Abaiang Atoll Airport,Abaiang Atoll,Kiribati,1.8,173.04,AUD,0.7253,1.3791
MZK,MZK,Marakei Airport,Marakei,Kiribati,2.050278,173.266667,AUD,0.7253,1.3791
AEA,AEA,Abemama Atoll Airport,Abemama,Kiribati,0.490833,173.828611,AUD,0.7253,1.3791
AAK,AAK,Aranuka Airport,Buariki,Kiribati,0.185278,173.636389,AUD,0.7253,1.3791
KUC,KUC,Kuria Airport,Kuria,Kiribati,0.228611,173.410556,AUD,0.7253,1.3791
AIS,AIS,Arorae Island Airport,Arorae,Kiribati,-2.633333,179.816667,AUD,0.7253,1.3791
TMN,TMN,Tamana Airport,Tamana,Kiribati,-2.5,175.983333,AUD,0.7253,1.3791
BEZ,BEZ,Beru Island Airport,Beru Island,Kiribati,-1.254722,176.007222,AUD,0.7253,1.3791
NIG,NIG,Nikunau Airport,Nikunau,Kiribati,-1.35,176.45,AUD,0.7253,1.3791
BBG,BBG,Butaritari Atoll Airport,Butaritari,Kiribati,3.086521,172.811465,AUD,0.7253,1.3791
MTK,MTK,Makin Airport,Makin,Kiribati,3.383333,173,AUD,0.7253,1.3791
MNK,MNK,Maiana Airport,Maiana,Kiribati,0.933333,173,AUD,0.7253,1.3791
NON,NON,Nonouti Airport,Nonouti,Kiribati,-0.616667,174.366667,AUD,0.7253,1.3791
TSU,TSU,Tabiteuea South Airport,Tabiteuea,Kiribati,-1.35,174.8,AUD,0.7253,1.3791
INU,INU,Nauru Intl,Nauru,Nauru,-0.547458,166.9191,AUD,0.7253,1.3791
NLK,NLK,Norfolk Island Intl,Norfolk Island,Norfolk Island,-29.041625,167.938742,AUD,0.7253,1.3791
FUN,FUN,Funafuti International,Funafuti,Tuvalu,-8.525,179.196389,AUD,0.7253,1.3791
AUA,AUA,Reina Beatrix Intl,Oranjestad,Aruba,12.501389,-70.015221,AWG,0.5331,1.8973
GYD,GYD,Heydar Aliyev,Baku,Azerbaijan,40.4675,50.046667,AZN,0.905,1.1062
BAK,BAK,Heydar Aliyev,Baku,Azerbaijan,40.4675,50.046667,AZN,0.905,1.1062
NAJ,NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan,39.1888,45.4584,AZN,0.905,1.1062
KVD,KVD,Ganja Airport,Ganja,Azerbaijan,40.7377,46.3176,AZN,0.905,1.1062
LLK,LLK,Lankaran International Airport,Lankaran,Azerbaijan,38.746389,48.817778,AZN,0.905,1.1062
GBB,GBB,Qabala Airport,Qabala,Azerbaijan,40.826667,47.7125,AZN,0.905,1.1062
ZTU,ZTU,Zaqatala International Airport,Zaqatala,Azerbaijan,41.562222,46.667222,AZN,0.905,1.1062
OMO,OMO,Mostar,Mostar,Bosnia and Herzegovina,43.2829,17.845878,BAM,0.5114,1.9562
SJJ,SJJ,Sarajevo,Sarajevo,Bosnia and Herzegovina,43.824583,18.331467,BAM,0.5114,1.9562
BNX,BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,44.941444,17.297501,BAM,0.5114,1.9562
BGI,BGI,Grantley Adams Intl,Bridgetown,Barbados,13.074603,-59.492456,BBD,0.474424,2.10814
CXB,CXB,Coxs Bazar,Cox's Bazar,Bangladesh,21.452194,91.963889,BDT,0.01241,84.1862
CGP,CGP,Shah Amanat Intl,Chittagong,Bangladesh,22.249611,91.813286,BDT,0.01241,84.1862
IRD,IRD,Ishurdi,Ishurdi,Bangladesh,24.1525,89.049446,BDT,0.01241,84.1862
JSR,JSR,Jessore,Jessore,Bangladesh,23.1838,89.160833,BDT,0.01241,84.1862
RJH,RJH,Shah Mokhdum,Rajshahi,Bangladesh,24.437219,88.616511,BDT,0.01241,84.1862
SPD,SPD,Saidpur,Saidpur,Bangladesh,25.759228,88.908869,BDT,0.01241,84.1862
ZYL,ZYL,Osmany Intl,Sylhet Osmani,Bangladesh,24.963242,91.866783,BDT,0.01241,84.1862
DAC,DAC,Zia Intl,Dhaka,Bangladesh,23.843333,90.397781,BDT,0.01241,84.1862
BZL,BZL,Barisal Airport,Barisal,Bangladesh,22.801,90.3012,BDT,0.01241,84.1862
BOJ,BOJ,Burgas,Bourgas,Bulgaria,42.569583,27.515236,BGN,0.5117,1.9551
GOZ,GOZ,Gorna Oryahovitsa,Gorna Orechovica,Bulgaria,43.151444,25.712889,BGN,0.5117,1.9551
PDV,PDV,Plovdiv,Plovdiv,Bulgaria,42.067806,24.850833,BGN,0.5117,1.9551
SOF,SOF,Sofia,Sofia,Bulgaria,42.695194,23.406167,BGN,0.5117,1.9551
VAR,VAR,Varna,Varna,Bulgaria,43.232072,27.825106,BGN,0.5117,1.9551
HKV,HKV,Uzundzhovo,Haskovo,Bulgaria,41.976375,25.589817,BGN,0.5117,1.9551
BAH,BAH,Bahrain Intl,Bahrain,Bahrain,26.270834,50.63361,BHD,2.5409,0.4011
BJM,BJM,Bujumbura Intl,Bujumbura,Burundi,-3.324019,29.318519,BIF,0.0006146,1684.06
BDA,BDA,Bermuda Intl,Bermuda,Bermuda,32.364042,-64.678703,BMD,0.9488,1.0541
BWN,BWN,Brunei Intl,Bandar Seri Begawan,Brunei,4.9442,114.928353,BND,0.6924,1.4946
BJO,BJO,Bermejo,Bermejo,Bolivia,-22.773336,-64.312881,BOB,0.1408,7.5058
CBB,CBB,Jorge Wilsterman,Cochabamba,Bolivia,-17.421058,-66.177114,BOB,0.1408,7.5058
CIJ,CIJ,Heroes Del Acre,Cobija,Bolivia,-11.040436,-68.782972,BOB,0.1408,7.5058
LPB,LPB,El Alto Intl,La Paz,Bolivia,-16.513339,-68.192256,BOB,0.1408,7.5058
POI,POI,Capitan Nicolas Rojas,Potosi,Bolivia,-19.543069,-65.723706,BOB,0.1408,7.5058
PSZ,PSZ,Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia,-18.975281,-57.820586,BOB,0.1408,7.5058
SRE,SRE,Juana Azurduy De Padilla,Sucre,Bolivia,-19.007083,-65.288747,BOB,0.1408,7.5058
TJA,TJA,Capitan Oriel Lea Plaza,Tarija,Bolivia,-21.555736,-64.701325,BOB,0.1408,7.5058
TDD,TDD,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,-14.818739,-64.918019,BOB,0.1408,7.5058
VVI,VVI,Viru Viru Intl,Santa Cruz,Bolivia,-17.644756,-63.135364,BOB,0.1408,7.5058
BYC,BYC,Yacuiba,Yacuiba,Bolivia,-21.960925,-63.651669,BOB,0.1408,7.5058
SRZ,SRZ,Santa Cruz,Santa Cruz,Bolivia,-17.8,-63.166667,BOB,0.1408,7.5058
REY,REY,Reyes Airport,Reyes,Bolivia,-14.3044,-67.3534,BOB,0.1408,7.5058
PUR,PUR,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,-11.1077,-67.5512,BOB,0.1408,7.5058
SRJ,SRJ,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,-14.8592,-66.7375,BOB,0.1408,7.5058
RIB,RIB,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,-11,-66,BOB,0.1408,7.5058
GYA,GYA,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,-10.8206,-65.3456,BOB,0.1408,7.5058
UYU,UYU,Uyuni Airport,Uyuni,Bolivia,-20.466667,-66.833333,BOB,0.1408,7.5058
RBQ,RBQ,Rurrenabaque Airport,Rerrenabaque,Bolivia,-14.4275,-67.498056,BOB,0.1408,7.5058
CDJ,CDJ,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,-8.348347,-49.301528,BRL,0.2932,3.4191
AQA,AQA,Araraquara,Araracuara,Brazil,-21.812,-48.133028,BRL,0.2932,3.4191
AJU,AJU,Santa Maria,Aracaju,Brazil,-10.984,-37.070333,BRL,0.2932,3.4191
AFL,AFL,Alta Floresta,Alta Floresta,Brazil,-9.866092,-56.106206,BRL,0.2932,3.4191
ARU,ARU,Aracatuba,Aracatuba,Brazil,-21.141342,-50.424722,BRL,0.2932,3.4191
BEL,BEL,Val De Cans Intl,Belem,Brazil,-1.37925,-48.476292,BRL,0.2932,3.4191
BGX,BGX,Comandante Gustavo Kraemer,Bage,Brazil,-31.390528,-54.112244,BRL,0.2932,3.4191
PLU,PLU,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,-19.851181,-43.950628,BRL,0.2932,3.4191
BFH,BFH,Bacacheri,Curitiba,Brazil,-25.405078,-49.232036,BRL,0.2932,3.4191
BSB,BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil,-15.8711,-47.918625,BRL,0.2932,3.4191
BAU,BAU,Bauru,Bauru,Brazil,-22.345042,-49.0538,BRL,0.2932,3.4191
BVB,BVB,Boa Vista,Boa Vista,Brazil,2.846311,-60.690069,BRL,0.2932,3.4191
CAC,CAC,Cascavel,Cascavel,Brazil,-25.000339,-53.500764,BRL,0.2932,3.4191
CNF,CNF,Tancredo Neves Intl,Belo Horizonte,Brazil,-19.63375,-43.968856,BRL,0.2932,3.4191
CGR,CGR,Campo Grande,Campo Grande,Brazil,-20.468667,-54.6725,BRL,0.2932,3.4191
XAP,XAP,Chapeco,Chapeco,Brazil,-27.134219,-52.656553,BRL,0.2932,3.4191
CLN,CLN,Carolina,Carolina,Brazil,-7.320444,-47.458667,BRL,0.2932,3.4191
CCM,CCM,Forquilhinha,Criciuma,Brazil,-28.725817,-49.424739,BRL,0.2932,3.4191
CAW,CAW,Bartolomeu Lisandro,Campos,Brazil,-21.698333,-41.301669,BRL,0.2932,3.4191
CMG,CMG,Corumba Intl,Corumba,Brazil,-19.011931,-57.673053,BRL,0.2932,3.4191
CWB,CWB,Afonso Pena,Curitiba,Brazil,-25.528475,-49.175775,BRL,0.2932,3.4191
CRQ,CRQ,Caravelas,Caravelas,Brazil,-17.652283,-39.253069,BRL,0.2932,3.4191
CXJ,CXJ,Campo Dos Bugres,Caxias Do Sul,Brazil,-29.197064,-51.187536,BRL,0.2932,3.4191
CGB,CGB,Marechal Rondon,Cuiaba,Brazil,-15.652931,-56.116719,BRL,0.2932,3.4191
CZS,CZS,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,-7.599906,-72.769489,BRL,0.2932,3.4191
PPB,PPB,Presidente Prudente,President Prudente,Brazil,-22.175056,-51.424639,BRL,0.2932,3.4191
MAO,MAO,Eduardo Gomes Intl,Manaus,Brazil,-3.038611,-60.049721,BRL,0.2932,3.4191
IGU,IGU,Cataratas Intl,Foz Do Iguacu,Brazil,-25.59615,-54.487206,BRL,0.2932,3.4191
FLN,FLN,Hercilio Luz,Florianopolis,Brazil,-27.670489,-48.547181,BRL,0.2932,3.4191
FEN,FEN,Fernando De Noronha,Fernando Do Noronha,Brazil,-3.854928,-32.423336,BRL,0.2932,3.4191
FOR,FOR,Pinto Martins Intl,Fortaleza,Brazil,-3.776283,-38.532556,BRL,0.2932,3.4191
GIG,GIG,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-22.808903,-43.243647,BRL,0.2932,3.4191
GYN,GYN,Santa Genoveva,Goiania,Brazil,-16.632033,-49.220686,BRL,0.2932,3.4191
GRU,GRU,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-23.432075,-46.469511,BRL,0.2932,3.4191
ATM,ATM,Altamira,Altamira,Brazil,-3.253906,-52.253978,BRL,0.2932,3.4191
IOS,IOS,Ilheus,Ilheus,Brazil,-14.815964,-39.033197,BRL,0.2932,3.4191
IPN,IPN,Usiminas,Ipatinga,Brazil,-19.470722,-42.487583,BRL,0.2932,3.4191
IMP,IMP,Prefeito Renato Moreira,Imperatriz,Brazil,-5.531292,-47.46005,BRL,0.2932,3.4191
JDF,JDF,Francisco De Assis,Juiz De Fora,Brazil,-21.7915,-43.386778,BRL,0.2932,3.4191
JPA,JPA,Presidente Castro Pinto,Joao Pessoa,Brazil,-7.148381,-34.950681,BRL,0.2932,3.4191
JOI,JOI,Lauro Carneiro De Loyola,Joinville,Brazil,-26.224453,-48.797364,BRL,0.2932,3.4191
CPV,CPV,Presidente Joao Suassuna,Campina Grande,Brazil,-7.269917,-35.896364,BRL,0.2932,3.4191
VCP,VCP,Viracopos,Campinas,Brazil,-23.0075,-47.134444,BRL,0.2932,3.4191
LIP,LIP,Lins,Lins,Brazil,-21.664039,-49.730519,BRL,0.2932,3.4191
LDB,LDB,Londrina,Londrina,Brazil,-23.333625,-51.130072,BRL,0.2932,3.4191
LAZ,LAZ,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,-13.262086,-43.408114,BRL,0.2932,3.4191
MAB,MAB,Maraba,Maraba,Brazil,-5.368589,-49.138025,BRL,0.2932,3.4191
MGF,MGF,Regional De Maringa Silvio Name Junior,Maringa,Brazil,-23.476392,-52.016406,BRL,0.2932,3.4191
MOC,MOC,Mario Ribeiro,Montes Claros,Brazil,-16.706925,-43.8189,BRL,0.2932,3.4191
MCZ,MCZ,Zumbi Dos Palmares,Maceio,Brazil,-9.510808,-35.791678,BRL,0.2932,3.4191
MCP,MCP,Macapa,Macapa,Brazil,0.050664,-51.072178,BRL,0.2932,3.4191
MNX,MNX,Manicore,Manicore,Brazil,-5.811381,-61.278319,BRL,0.2932,3.4191
NVT,NVT,Ministro Victor Konder Intl,Navegantes,Brazil,-26.879999,-48.65139,BRL,0.2932,3.4191
GEL,GEL,Santo Angelo,Santo Angelo,Brazil,-28.281683,-54.169139,BRL,0.2932,3.4191
NAT,NAT,Augusto Severo,Natal,Brazil,-5.911417,-35.247717,BRL,0.2932,3.4191
POA,POA,Salgado Filho,Porto Alegre,Brazil,-29.994428,-51.171428,BRL,0.2932,3.4191
POO,POO,Pocos De Caldas,Pocos De Caldas,Brazil,-21.843014,-46.567917,BRL,0.2932,3.4191
PFB,PFB,Lauro Kurtz,Passo Fundo,Brazil,-28.243989,-52.326558,BRL,0.2932,3.4191
PET,PET,Pelotas,Pelotas,Brazil,-31.718353,-52.327689,BRL,0.2932,3.4191
PNZ,PNZ,Senador Nilo Coelho,Petrolina,Brazil,-9.362411,-40.569097,BRL,0.2932,3.4191
PNB,PNB,Porto Nacional,Porto Nacional,Brazil,-10.719417,-48.399736,BRL,0.2932,3.4191
PMG,PMG,Ponta Pora,Ponta Pora,Brazil,-22.549639,-55.702614,BRL,0.2932,3.4191
PVH,PVH,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,-8.709294,-63.902281,BRL,0.2932,3.4191
RBR,RBR,PlÃ¡cido de Castro,Rio Branco,Brazil,-9.583,-67.4836,BRL,0.2932,3.4191
REC,REC,Guararapes Gilberto Freyre Intl,Recife,Brazil,-8.126794,-34.923039,BRL,0.2932,3.4191
RIG,RIG,Rio Grande,Rio Grande,Brazil,-32.082617,-52.166542,BRL,0.2932,3.4191
SDU,SDU,Santos Dumont,Rio De Janeiro,Brazil,-22.910461,-43.163133,BRL,0.2932,3.4191
RAO,RAO,Leite Lopes,Ribeirao Preto,Brazil,-21.134167,-47.774189,BRL,0.2932,3.4191
STU,STU,Santa Cruz,Rio De Janeiro,Brazil,-22.93235,-43.719092,BRL,0.2932,3.4191
SJK,SJK,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,-23.228172,-45.862739,BRL,0.2932,3.4191
SLZ,SLZ,Marechal Cunha Machado Intl,Sao Luis,Brazil,-2.585361,-44.234139,BRL,0.2932,3.4191
CGH,CGH,Congonhas,Sao Paulo,Brazil,-23.626692,-46.655375,BRL,0.2932,3.4191
SJP,SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,-20.816567,-49.406511,BRL,0.2932,3.4191
SSZ,SSZ,Base Aerea De Santos,Santos,Brazil,-23.925206,-46.2875,BRL,0.2932,3.4191
SSA,SSA,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,-12.910994,-38.331044,BRL,0.2932,3.4191
TMT,TMT,Trombetas,Oriximina,Brazil,-1.4896,-56.396803,BRL,0.2932,3.4191
THE,THE,Senador Petronio Portella,Teresina,Brazil,-5.059942,-42.823478,BRL,0.2932,3.4191
TFF,TFF,Tefe,Tefe,Brazil,-3.382944,-64.724056,BRL,0.2932,3.4191
TBT,TBT,Tabatinga,Tabatinga,Brazil,-4.255669,-69.935828,BRL,0.2932,3.4191
TUR,TUR,Tucurui,Tucurui,Brazil,-3.786008,-49.720267,BRL,0.2932,3.4191
PAV,PAV,Paulo Afonso,Paulo Alfonso,Brazil,-9.400878,-38.250575,BRL,0.2932,3.4191
URG,URG,Rubem Berta,Uruguaiana,Brazil,-29.782178,-57.038189,BRL,0.2932,3.4191
UDI,UDI,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil,-18.882844,-48.225594,BRL,0.2932,3.4191
UBA,UBA,Uberaba,Uberaba,Brazil,-19.765,-47.964778,BRL,0.2932,3.4191
VAG,VAG,Major Brigadeiro Trompowsky,Varginha,Brazil,-21.590067,-45.473342,BRL,0.2932,3.4191
BVH,BVH,Vilhena,Vilhena,Brazil,-12.694375,-60.098269,BRL,0.2932,3.4191
VIX,VIX,Goiabeiras,Vitoria,Brazil,-20.258056,-40.286389,BRL,0.2932,3.4191
QPS,QPS,Campo Fontenelle,Piracununga,Brazil,-21.984561,-47.334764,BRL,0.2932,3.4191
STM,STM,Santarem,Santarem,Brazil,-2.422431,-54.792789,BRL,0.2932,3.4191
BPS,BPS,Aeroporto de Porto Seguro,Porto Seguro,Brazil,-16.438611,-39.080833,BRL,0.2932,3.4191
PMW,PMW,Palmas,Palmas,Brazil,-10.241667,-48.35278,BRL,0.2932,3.4191
CLV,CLV,Caldas Novas,Caldas Novas,Brazil,-17.7267,-48.6114,BRL,0.2932,3.4191
JPR,JPR,Ji-Paraná Airport,Ji-Paraná,Brazil,-10.8708,-61.8465,BRL,0.2932,3.4191
MVS,MVS,Mucuri Airport,Mucuri,Brazil,-18.0489,-39.8642,BRL,0.2932,3.4191
TOW,TOW,Toledo Airport,Toledo,Brazil,-24.6863,-53.6975,BRL,0.2932,3.4191
RIA,RIA,Santa Maria Airport,Santa Maria,Brazil,-29.711358,-53.688153,BRL,0.2932,3.4191
LEC,LEC,Chapada Diamantina Airport,Lençóis,Brazil,-12.4823,-41.277,BRL,0.2932,3.4191
JDO,JDO,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,-7.218958,-39.2701,BRL,0.2932,3.4191
SRA,SRA,Santa Rosa Airport,Santa Rosa,Brazil,-27.9067,-54.5204,BRL,0.2932,3.4191
SOD,SOD,Sorocaba Airport,Sorocaba,Brazil,-23.478,-47.49,BRL,0.2932,3.4191
VDC,VDC,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,-14.862761,-40.863106,BRL,0.2932,3.4191
MII,MII,Marília Airport,Marília,Brazil,-22.196892,-49.9264,BRL,0.2932,3.4191
MEA,MEA,Macaé Airport,Macaé,Brazil,-22.343,-41.766,BRL,0.2932,3.4191
ERM,ERM,Erechim Airport,Erechim,Brazil,-27.6619,-52.2683,BRL,0.2932,3.4191
JDR,JDR,Aeroporto Prefeito Octavio de Almeida Neves,Sao Joao del Rei,Brazil,-21.0864,-44.2258,BRL,0.2932,3.4191
GVR,GVR,Governador Valadares Airport,Governador Valadares,Brazil,-18.8952,-41.9822,BRL,0.2932,3.4191
CPQ,CPQ,Amarais Airport,Campinas,Brazil,-22.8592,-47.1082,BRL,0.2932,3.4191
CFB,CFB,Cabo Frio International Airport,Cabo Frio,Brazil,-22.921667,-42.074167,BRL,0.2932,3.4191
