airportName,city,country,airportCode,lat,long,currency,currencyCode,toEuro,fromEuro
Orange Airport,Orange,Australia,OAG,-33.3817,149.133,Australian Dollar,AUD,0.7253,1.3791
Orchid Beach,Fraser Island,Australia,OKB,-24.95841,153.3145,Australian Dollar,AUD,0.7253,1.3791
Yorke Island Airport,Yorke Island,Australia,OKR,-9.75703,143.411,Australian Dollar,AUD,0.7253,1.3791
Oakey Airport,Oakey,Australia,OKY,-27.411389,151.735278,Australian Dollar,AUD,0.7253,1.3791
Olympic Dam Airport,Olympic Dam,Australia,OLP,-30.485,136.877,Australian Dollar,AUD,0.7253,1.3791
Mornington Island Airport,Mornington Island,Australia,ONG,-16.6625,139.178,Australian Dollar,AUD,0.7253,1.3791
Onslow ,Onslow,Australia,ONS,-21.667,115.116,Australian Dollar,AUD,0.7253,1.3791
Gold Coast,Coolangatta,Australia,OOL,-28.164444,153.504722,Australian Dollar,AUD,0.7253,1.3791
Cooma Snowy Mountains Airport,Cooma,Australia,OOM,-36.3006,148.974,Australian Dollar,AUD,0.7253,1.3791
Orpheus Island,Orpheus Island,Australia,ORS,-18.634,146.5,Australian Dollar,AUD,0.7253,1.3791
Paraburdoo Airport,Paraburdoo,Australia,PBO,-23.1711,117.745,Australian Dollar,AUD,0.7253,1.3791
Penneshaw Airport,Penneshaw,Australia,PEA,-34.75,137.933,Australian Dollar,AUD,0.7253,1.3791
Perth Intl,Perth,Australia,PER,-31.940278,115.966944,Australian Dollar,AUD,0.7253,1.3791
Port Hedland Intl,Port Hedland,Australia,PHE,-20.377778,118.626389,Australian Dollar,AUD,0.7253,1.3791
Parkes Airport,Parkes,Australia,PKE,-33.1314,148.239,Australian Dollar,AUD,0.7253,1.3791
Port Lincoln Airport,Port Lincoln,Australia,PLO,-34.6053,135.88,Australian Dollar,AUD,0.7253,1.3791
Palm Island Airport,Palm Island,Australia,PMK,-18.7553,146.581,Australian Dollar,AUD,0.7253,1.3791
Proserpine Whitsunday Coast,Prosserpine,Australia,PPP,-20.495,148.552222,Australian Dollar,AUD,0.7253,1.3791
Port Macquarie Airport,Port Macquarie,Australia,PQQ,-31.4358,152.863,Australian Dollar,AUD,0.7253,1.3791
Portland Airport,Portland,Australia,PTJ,-38.3181,141.471,Australian Dollar,AUD,0.7253,1.3791
Port Augusta Airport,Argyle,Australia,PUG,-32.506944,137.716667,Australian Dollar,AUD,0.7253,1.3791
Prominent Hill,Prominent Hill,Australia,PXH,-29.716667,135.521667,Australian Dollar,AUD,0.7253,1.3791
Ramingining Airport,Ramingining,Australia,RAM,-12.3564,134.898,Australian Dollar,AUD,0.7253,1.3791
Richmond,Richmond,Australia,RCM,-33.600556,150.780833,Australian Dollar,AUD,0.7253,1.3791
Graz,Graz,Austria,GRZ,46.991067,15.439628,Euro,EUR,1,1
Hohenems,Hohenems,Austria,HOJ,47.385,9.7,Euro,EUR,1,1
Innsbruck,Innsbruck,Austria,INN,47.260219,11.343964,Euro,EUR,1,1
Woerthersee International Airport,Klagenfurt,Austria,KLU,46.642514,14.337739,Euro,EUR,1,1
Linz,Linz,Austria,LNZ,48.233219,14.187511,Euro,EUR,1,1
Heydar Aliyev,Baku,Azerbaijan,BAK,40.4675,50.046667,Azerbaijan New Manat,AZN,0.905,1.1062
Qabala Airport,Qabala,Azerbaijan,GBB,40.826667,47.7125,Azerbaijan New Manat,AZN,0.905,1.1062
Heydar Aliyev,Baku,Azerbaijan,GYD,40.4675,50.046667,Azerbaijan New Manat,AZN,0.905,1.1062
Ganja Airport,Ganja,Azerbaijan,KVD,40.7377,46.3176,Azerbaijan New Manat,AZN,0.905,1.1062
Lankaran International Airport,Lankaran,Azerbaijan,LLK,38.746389,48.817778,Azerbaijan New Manat,AZN,0.905,1.1062
Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,39.1888,45.4584,Azerbaijan New Manat,AZN,0.905,1.1062
Bujumbura Intl,Bujumbura,Burundi,BJM,-3.324019,29.318519,Burundi Franc,BIF,0.0006146,1684.06
Deurne,Antwerp,Belgium,ANR,51.189444,4.460278,Euro,EUR,1,1
Brussels Natl,Brussels,Belgium,BRU,50.901389,4.484444,Euro,EUR,1,1
Brussels South,Charleroi,Belgium,CRL,50.459197,4.453817,Euro,EUR,1,1
Knokke-Heist Westkapelle Heliport,Knokke,Belgium,KNO,51.3222,3.29306,Euro,EUR,1,1
Liege,Liege,Belgium,LGG,50.637417,5.443222,Euro,EUR,1,1
Oostende,Ostend,Belgium,OST,51.198889,2.862222,Euro,EUR,1,1
Wevelgem,Kortrijk-vevelgem,Belgium,QKT,50.817222,3.204722,Euro,EUR,1,1
Cadjehoun,Cotonou,Benin,COO,6.357228,2.384353,CFA Franc BCEAO,XOF,0.001524,655.957
Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,BOY,11.160056,-4.330969,CFA Franc BCEAO,XOF,0.001524,655.957
Ouagadougou,Ouagadougou,Burkina Faso,OUA,12.353194,-1.512417,CFA Franc BCEAO,XOF,0.001524,655.957
Barisal Airport,Barisal,Bangladesh,BZL,22.801,90.3012,Bangladeshi Taka,BDT,0.01241,84.1862
Shah Amanat Intl,Chittagong,Bangladesh,CGP,22.249611,91.813286,Bangladeshi Taka,BDT,0.01241,84.1862
Coxs Bazar,Cox's Bazar,Bangladesh,CXB,21.452194,91.963889,Bangladeshi Taka,BDT,0.01241,84.1862
Zia Intl,Dhaka,Bangladesh,DAC,23.843333,90.397781,Bangladeshi Taka,BDT,0.01241,84.1862
Ishurdi,Ishurdi,Bangladesh,IRD,24.1525,89.049446,Bangladeshi Taka,BDT,0.01241,84.1862
Jessore,Jessore,Bangladesh,JSR,23.1838,89.160833,Bangladeshi Taka,BDT,0.01241,84.1862
Shah Mokhdum,Rajshahi,Bangladesh,RJH,24.437219,88.616511,Bangladeshi Taka,BDT,0.01241,84.1862
Burgas,Bourgas,Bulgaria,BOJ,42.569583,27.515236,Bulgarian Lev,BGN,0.5117,1.9551
Gorna Oryahovitsa,Gorna Orechovica,Bulgaria,GOZ,43.151444,25.712889,Bulgarian Lev,BGN,0.5117,1.9551
Uzundzhovo,Haskovo,Bulgaria,HKV,41.976375,25.589817,Bulgarian Lev,BGN,0.5117,1.9551
Plovdiv,Plovdiv,Bulgaria,PDV,42.067806,24.850833,Bulgarian Lev,BGN,0.5117,1.9551
Bahrain Intl,Bahrain,Bahrain,BAH,26.270834,50.63361,Bahraini Dinar,BHD,2.5409,0.4011
Fresh Creek,Andros Town,Bahamas,ASD,24.698283,-77.795611,Bahamian Dollar,BSD,0.958,1.058
Arthurs Town Airport,Arthur's Town,Bahamas,ATC,24.629417,-75.673775,Bahamian Dollar,BSD,0.958,1.058
Spring Point,Spring Point,Bahamas,AXP,22.441828,-73.970858,Bahamian Dollar,BSD,0.958,1.058
South Bimini,Alice Town,Bahamas,BIM,25.699881,-79.264656,Bahamian Dollar,BSD,0.958,1.058
New Bight Airport,Cat Island,Bahamas,CAT,24.315292,-75.452331,Bahamian Dollar,BSD,0.958,1.058
Chub Cay,Chub Cay,Bahamas,CCZ,25.417108,-77.88085,Bahamian Dollar,BSD,0.958,1.058
Congo Town Airport,Andros,Bahamas,COX,24.158933,-77.589758,Bahamian Dollar,BSD,0.958,1.058
Colonel Hill Airport,Colonel Hill,Bahamas,CRI,22.745561,-74.182353,Bahamian Dollar,BSD,0.958,1.058
North Eleuthera,North Eleuthera,Bahamas,ELH,25.474861,-76.683489,Bahamian Dollar,BSD,0.958,1.058
Grand Bahama Intl,Freeport,Bahamas,FPO,26.558686,-78.695553,Bahamian Dollar,BSD,0.958,1.058
Exuma Intl,Great Exuma,Bahamas,GGT,23.562631,-75.877958,Bahamian Dollar,BSD,0.958,1.058
Governors Harbour,Governor's Harbor,Bahamas,GHB,25.284706,-76.331011,Bahamian Dollar,BSD,0.958,1.058
Matthew Town,Matthew Town,Bahamas,IGA,20.975,-73.666862,Bahamian Dollar,BSD,0.958,1.058
Deadmans Cay,Dead Man's Cay,Bahamas,LGI,23.179014,-75.093597,Bahamian Dollar,BSD,0.958,1.058
Marsh Harbour,Marsh Harbor,Bahamas,MHH,26.511406,-77.083472,Bahamian Dollar,BSD,0.958,1.058
Mayaguana,Mayaguana,Bahamas,MYG,22.379528,-73.0135,Bahamian Dollar,BSD,0.958,1.058
Lynden Pindling Intl,Nassau,Bahamas,NAS,25.038958,-77.466231,Bahamian Dollar,BSD,0.958,1.058
Bimini North Seaplane Base,Bimini,Bahamas,NSB,25.767,-79.25,Bahamian Dollar,BSD,0.958,1.058
Nassau Paradise Island Airport,Nassau,Bahamas,PID,25.083,-77.3,Bahamian Dollar,BSD,0.958,1.058
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,44.941444,17.297501,Bosnian Mark,BAM,0.5114,1.9562
Mostar,Mostar,Bosnia and Herzegovina,OMO,43.2829,17.845878,Bosnian Mark,BAM,0.5114,1.9562
Brest,Brest,Belarus,BQT,52.06,23.53,Belarusian Ruble,BYR,6.29E-05,16013.2
Gomel,Gomel,Belarus,GME,52.527022,31.016692,Belarusian Ruble,BYR,6.29E-05,16013.2
Hrodno Airport,Hrodna,Belarus,GNA,53.602,24.0538,Belarusian Ruble,BYR,6.29E-05,16013.2
Minsk 1,Minsk,Belarus,MHP,53.864472,27.539683,Belarusian Ruble,BYR,6.29E-05,16013.2
Minsk 2,Minsk 2,Belarus,MSQ,53.882469,28.030731,Belarusian Ruble,BYR,6.29E-05,16013.2
Mogilev Airport,Mogilev,Belarus,MVQ,53.9549,30.0951,Belarusian Ruble,BYR,6.29E-05,16013.2
Hector Silva Airstrip,Belmopan,Belize,BCV,17.269444,-88.776111,Belize Dollar,BZD,0.4858,2.1592
Big Creek Airport,Big Creek,Belize,BGK,16.516667,-88.416667,Belize Dollar,BZD,0.4858,2.1592
Philip S W Goldson Intl,Belize City,Belize,BZE,17.539144,-88.308203,Belize Dollar,BZD,0.4858,2.1592
Caye Caulker Airport,Caye Caulker,Belize,CUK,17.7347,-88.0325,Belize Dollar,BZD,0.4858,2.1592
Caye Chapel Airport,Caye Chapel,Belize,CYC,17.683611,-88.045,Belize Dollar,BZD,0.4858,2.1592
Municipal,Corozal,Belize,CZH,18.3822,-88.4119,Belize Dollar,BZD,0.4858,2.1592
Dangriga Airport,Dangriga,Belize,DGA,16.966667,-88.216667,Belize Dollar,BZD,0.4858,2.1592
Placencia Airport,Placencia,Belize,PLJ,16.536944,-88.361667,Belize Dollar,BZD,0.4858,2.1592
Punta Gorda Airport,Punta Gorda,Belize,PND,16.1024,-88.8083,Belize Dollar,BZD,0.4858,2.1592
Bermuda Intl,Bermuda,Bermuda,BDA,32.364042,-64.678703,Bermudian Dollar,BMD,0.9488,1.0541
Bermejo,Bermejo,Bolivia,BJO,-22.773336,-64.312881,Bolivian Boliviano,BOB,0.1408,7.5058
Yacuiba,Yacuiba,Bolivia,BYC,-21.960925,-63.651669,Bolivian Boliviano,BOB,0.1408,7.5058
Jorge Wilsterman,Cochabamba,Bolivia,CBB,-17.421058,-66.177114,Bolivian Boliviano,BOB,0.1408,7.5058
Heroes Del Acre,Cobija,Bolivia,CIJ,-11.040436,-68.782972,Bolivian Boliviano,BOB,0.1408,7.5058
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,-10.8206,-65.3456,Bolivian Boliviano,BOB,0.1408,7.5058
El Alto Intl,La Paz,Bolivia,LPB,-16.513339,-68.192256,Bolivian Boliviano,BOB,0.1408,7.5058
Capitan Nicolas Rojas,Potosi,Bolivia,POI,-19.543069,-65.723706,Bolivian Boliviano,BOB,0.1408,7.5058
Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia,PSZ,-18.975281,-57.820586,Bolivian Boliviano,BOB,0.1408,7.5058
Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,-11.1077,-67.5512,Bolivian Boliviano,BOB,0.1408,7.5058
Rurrenabaque Airport,Rerrenabaque,Bolivia,RBQ,-14.4275,-67.498056,Bolivian Boliviano,BOB,0.1408,7.5058
Reyes Airport,Reyes,Bolivia,REY,-14.3044,-67.3534,Bolivian Boliviano,BOB,0.1408,7.5058
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,-11,-66,Bolivian Boliviano,BOB,0.1408,7.5058
Araxa Airport,Araxa,Brazil,AAX,-19.563056,-46.960278,Brazilian Real,BRL,0.2932,3.4191
Alta Floresta,Alta Floresta,Brazil,AFL,-9.866092,-56.106206,Brazilian Real,BRL,0.2932,3.4191
Santa Maria,Aracaju,Brazil,AJU,-10.984,-37.070333,Brazilian Real,BRL,0.2932,3.4191
Araraquara,Araracuara,Brazil,AQA,-21.812,-48.133028,Brazilian Real,BRL,0.2932,3.4191
Aracatuba,Aracatuba,Brazil,ARU,-21.141342,-50.424722,Brazilian Real,BRL,0.2932,3.4191
Altamira,Altamira,Brazil,ATM,-3.253906,-52.253978,Brazilian Real,BRL,0.2932,3.4191
Araguaina Airport,Araguaina,Brazil,AUX,-7.228333,-48.240833,Brazilian Real,BRL,0.2932,3.4191
Bauru,Bauru,Brazil,BAU,-22.345042,-49.0538,Brazilian Real,BRL,0.2932,3.4191
Barcelos Airport,Barcelos,Brazil,BAZ,-0.975,-62.923889,Brazilian Real,BRL,0.2932,3.4191
Val De Cans Intl,Belem,Brazil,BEL,-1.37925,-48.476292,Brazilian Real,BRL,0.2932,3.4191
Bacacheri,Curitiba,Brazil,BFH,-25.405078,-49.232036,Brazilian Real,BRL,0.2932,3.4191
Comandante Gustavo Kraemer,Bage,Brazil,BGX,-31.390528,-54.112244,Brazilian Real,BRL,0.2932,3.4191
Pampulha,Belo Horizonte,Brazil,BHZ,-19.8517,-43.9508,Brazilian Real,BRL,0.2932,3.4191
Aeroporto Estadual Arthur Siqueira,Braganca Paulista,Brazil,BJP,-22.979167,-46.5375,Brazilian Real,BRL,0.2932,3.4191
Aeroporto Blumenau,BLUMENAU,Brazil,BNU,-26.834239,-49.091696,Brazilian Real,BRL,0.2932,3.4191
Aeroporto de Porto Seguro,Porto Seguro,Brazil,BPS,-16.438611,-39.080833,Brazilian Real,BRL,0.2932,3.4191
Barreiras Airport,Barreiras,Brazil,BRA,-12.083333,-45,Brazilian Real,BRL,0.2932,3.4191
Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB,-15.8711,-47.918625,Brazilian Real,BRL,0.2932,3.4191
Boa Vista,Boa Vista,Brazil,BVB,2.846311,-60.690069,Brazilian Real,BRL,0.2932,3.4191
Vilhena,Vilhena,Brazil,BVH,-12.694375,-60.098269,Brazilian Real,BRL,0.2932,3.4191
Breves Airport,Breves,Brazil,BVS,-1.681944,-50.48,Brazilian Real,BRL,0.2932,3.4191
Bonito Airport,Bointo,Brazil,BYO,-21.247222,-56.4525,Brazilian Real,BRL,0.2932,3.4191
Cascavel,Cascavel,Brazil,CAC,-25.000339,-53.500764,Brazilian Real,BRL,0.2932,3.4191
Carauari Airport,Carauari,Brazil,CAF,-4.871389,-66.8975,Brazilian Real,BRL,0.2932,3.4191
Caruaru Airport,Caruaru,Brazil,CAU,-8.28239,-36.0135,Brazilian Real,BRL,0.2932,3.4191
Bartolomeu Lisandro,Campos,Brazil,CAW,-21.698333,-41.301669,Brazilian Real,BRL,0.2932,3.4191
Concordia Airport,Concordia,Brazil,CCI,-27.180556,-52.052778,Brazilian Real,BRL,0.2932,3.4191
Forquilhinha,Criciuma,Brazil,CCM,-28.725817,-49.424739,Brazilian Real,BRL,0.2932,3.4191
Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,CDJ,-8.348347,-49.301528,Brazilian Real,BRL,0.2932,3.4191
Cabo Frio International Airport,Cabo Frio,Brazil,CFB,-22.921667,-42.074167,Brazilian Real,BRL,0.2932,3.4191
Carlos Alberto da Costa Neves Airport,Cacador,Brazil,CFC,-26.788333,-50.939722,Brazilian Real,BRL,0.2932,3.4191
Confresa Airport,Confresa,Brazil,CFO,-10.633611,-51.567222,Brazilian Real,BRL,0.2932,3.4191
Marechal Rondon,Cuiaba,Brazil,CGB,-15.652931,-56.116719,Brazilian Real,BRL,0.2932,3.4191
Congonhas,Sao Paulo,Brazil,CGH,-23.626692,-46.655375,Brazilian Real,BRL,0.2932,3.4191
Campo Grande,Campo Grande,Brazil,CGR,-20.468667,-54.6725,Brazilian Real,BRL,0.2932,3.4191
Coari Airport,Coari,Brazil,CIZ,-4.085,-63.140833,Brazilian Real,BRL,0.2932,3.4191
Carajas Airport,Parauapebas,Brazil,CKS,-6.11781,-50.0035,Brazilian Real,BRL,0.2932,3.4191
Carolina,Carolina,Brazil,CLN,-7.320444,-47.458667,Brazilian Real,BRL,0.2932,3.4191
Caldas Novas,Caldas Novas,Brazil,CLV,-17.7267,-48.6114,Brazilian Real,BRL,0.2932,3.4191
Corumba Intl,Corumba,Brazil,CMG,-19.011931,-57.673053,Brazilian Real,BRL,0.2932,3.4191
Campo Alegre Airport,Santana do Araguaia,Brazil,CMP,-9.505,-50.625,Brazilian Real,BRL,0.2932,3.4191
Tancredo Neves Intl,Belo Horizonte,Brazil,CNF,-19.63375,-43.968856,Brazilian Real,BRL,0.2932,3.4191
Amarais Airport,Campinas,Brazil,CPQ,-22.8592,-47.1082,Brazilian Real,BRL,0.2932,3.4191
Presidente Joao Suassuna,Campina Grande,Brazil,CPV,-7.269917,-35.896364,Brazilian Real,BRL,0.2932,3.4191
Caravelas,Caravelas,Brazil,CRQ,-17.652283,-39.253069,Brazilian Real,BRL,0.2932,3.4191
Afonso Pena,Curitiba,Brazil,CWB,-25.528475,-49.175775,Brazilian Real,BRL,0.2932,3.4191
Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ,-29.197064,-51.187536,Brazilian Real,BRL,0.2932,3.4191
Cruzeiro do Sul,Cruzeiro do Sul,Brazil,CZS,-7.599906,-72.769489,Brazilian Real,BRL,0.2932,3.4191
Diamantino Airport,Diamantino,Brazil,DMT,-14.408889,-56.445833,Brazilian Real,BRL,0.2932,3.4191
Dourados Airport,Dourados,Brazil,DOU,-22.220833,-54.805833,Brazilian Real,BRL,0.2932,3.4191
Diamantina Airport,Diamantina,Brazil,DTI,-18.231944,-43.650278,Brazilian Real,BRL,0.2932,3.4191
Erechim Airport,Erechim,Brazil,ERM,-27.6619,-52.2683,Brazilian Real,BRL,0.2932,3.4191
Amaury Feitosa Tomaz Airport,Eirunepe,Brazil,ERN,-6.639444,-69.879722,Brazilian Real,BRL,0.2932,3.4191
Fonte Boa Airport,Fonte Boa,Brazil,FBA,-2.5325,-66.083333,Brazilian Real,BRL,0.2932,3.4191
Paulo Abdala Airport,Francisco Beltrao,Brazil,FBE,-26.059167,-53.063333,Brazilian Real,BRL,0.2932,3.4191
Fernando De Noronha,Fernando Do Noronha,Brazil,FEN,-3.854928,-32.423336,Brazilian Real,BRL,0.2932,3.4191
Hercilio Luz,Florianopolis,Brazil,FLN,-27.670489,-48.547181,Brazilian Real,BRL,0.2932,3.4191
Pinto Martins Intl,Fortaleza,Brazil,FOR,-3.776283,-38.532556,Brazilian Real,BRL,0.2932,3.4191
Franca Airport,Franca,Brazil,FRC,-20.538611,-47.400833,Brazilian Real,BRL,0.2932,3.4191
Santo Angelo,Santo Angelo,Brazil,GEL,-28.281683,-54.169139,Brazilian Real,BRL,0.2932,3.4191
Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,GIG,-22.808903,-43.243647,Brazilian Real,BRL,0.2932,3.4191
Guanambi Airport,Guanambi,Brazil,GNM,-14.216667,-42.783333,Brazilian Real,BRL,0.2932,3.4191
Tancredo Thomaz de Faria Airport,Guarapuava,Brazil,GPB,-25.383333,-51.45,Brazilian Real,BRL,0.2932,3.4191
Gurupi Airport,Gurupi,Brazil,GRP,-11.728889,-49.068889,Brazilian Real,BRL,0.2932,3.4191
Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,GRU,-23.432075,-46.469511,Brazilian Real,BRL,0.2932,3.4191
Governador Valadares Airport,Governador Valadares,Brazil,GVR,-18.8952,-41.9822,Brazilian Real,BRL,0.2932,3.4191
Santa Genoveva,Goiania,Brazil,GYN,-16.632033,-49.220686,Brazilian Real,BRL,0.2932,3.4191
Humaita Airport,Humaita,Brazil,HUW,-7.532222,-63.072222,Brazilian Real,BRL,0.2932,3.4191
Cataratas Intl,Foz Do Iguacu,Brazil,IGU,-25.59615,-54.487206,Brazilian Real,BRL,0.2932,3.4191
Prefeito Renato Moreira,Imperatriz,Brazil,IMP,-5.531292,-47.46005,Brazilian Real,BRL,0.2932,3.4191
Ilheus,Ilheus,Brazil,IOS,-14.815964,-39.033197,Brazilian Real,BRL,0.2932,3.4191
Usiminas,Ipatinga,Brazil,IPN,-19.470722,-42.487583,Brazilian Real,BRL,0.2932,3.4191
Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ,-0.416944,-65.033889,Brazilian Real,BRL,0.2932,3.4191
Cachimbo,Itaituba,Brazil,ITB,-4.2446,-56.00384,Brazilian Real,BRL,0.2932,3.4191
Zona da Mata Regional Airport,Juiz de Fora,Brazil,IZA,-21.5130558,-43.17305756,Brazilian Real,BRL,0.2932,3.4191
Joacaba Airport,Joacaba,Brazil,JCB,-27.172778,-51.500833,Brazilian Real,BRL,0.2932,3.4191
Francisco De Assis,Juiz De Fora,Brazil,JDF,-21.7915,-43.386778,Brazilian Real,BRL,0.2932,3.4191
Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,-7.218958,-39.2701,Brazilian Real,BRL,0.2932,3.4191
Aeroporto Prefeito Octavio de Almeida Neves,Sao Joao del Rei,Brazil,JDR,-21.0864,-44.2258,Brazilian Real,BRL,0.2932,3.4191
Lauro Carneiro De Loyola,Joinville,Brazil,JOI,-26.224453,-48.797364,Brazilian Real,BRL,0.2932,3.4191
Presidente Castro Pinto,Joao Pessoa,Brazil,JPA,-7.148381,-34.950681,Brazilian Real,BRL,0.2932,3.4191
Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,-10.8708,-61.8465,Brazilian Real,BRL,0.2932,3.4191
Bauru-Arealva,Bauru,Brazil,JTC,-22.157778,-49.068333,Brazilian Real,BRL,0.2932,3.4191
Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,LAZ,-13.262086,-43.408114,Brazilian Real,BRL,0.2932,3.4191
Labrea Airport,Labrea,Brazil,LBR,-7.258889,-64.797778,Brazilian Real,BRL,0.2932,3.4191
Londrina,Londrina,Brazil,LDB,-23.333625,-51.130072,Brazilian Real,BRL,0.2932,3.4191
Chapada Diamantina Airport,Lençóis,Brazil,LEC,-12.4823,-41.277,Brazilian Real,BRL,0.2932,3.4191
Lins,Lins,Brazil,LIP,-21.664039,-49.730519,Brazilian Real,BRL,0.2932,3.4191
Bom Futuro Airport,Lucas do Rio Verde,Brazil,LVR,-13.05,-55.910833,Brazilian Real,BRL,0.2932,3.4191
Maraba,Maraba,Brazil,MAB,-5.368589,-49.138025,Brazilian Real,BRL,0.2932,3.4191
Eduardo Gomes Intl,Manaus,Brazil,MAO,-3.038611,-60.049721,Brazilian Real,BRL,0.2932,3.4191
Maues Airport,Maues,Brazil,MBZ,-3.383611,-57.718611,Brazilian Real,BRL,0.2932,3.4191
Macapa,Macapa,Brazil,MCP,0.050664,-51.072178,Brazilian Real,BRL,0.2932,3.4191
Zumbi Dos Palmares,Maceio,Brazil,MCZ,-9.510808,-35.791678,Brazilian Real,BRL,0.2932,3.4191
Macaé Airport,Macaé,Brazil,MEA,-22.343,-41.766,Brazilian Real,BRL,0.2932,3.4191
Regional De Maringa Silvio Name Junior,Maringa,Brazil,MGF,-23.476392,-52.016406,Brazilian Real,BRL,0.2932,3.4191
Marília Airport,Marília,Brazil,MII,-22.196892,-49.9264,Brazilian Real,BRL,0.2932,3.4191
Manicore,Manicore,Brazil,MNX,-5.811381,-61.278319,Brazilian Real,BRL,0.2932,3.4191
Mario Ribeiro,Montes Claros,Brazil,MOC,-16.706925,-43.8189,Brazilian Real,BRL,0.2932,3.4191
Minacu Airport,Minacu,Brazil,MQH,-13.526944,-48.220556,Brazilian Real,BRL,0.2932,3.4191
Dix Sept Rosado Airport,Mossoro,Brazil,MVF,-5.20192,-37.3643,Brazilian Real,BRL,0.2932,3.4191
Mucuri Airport,Mucuri,Brazil,MVS,-18.0489,-39.8642,Brazilian Real,BRL,0.2932,3.4191
Augusto Severo,Natal,Brazil,NAT,-5.911417,-35.247717,Brazilian Real,BRL,0.2932,3.4191
Novo Aripuana Airport,Novo Aripuana,Brazil,NVP,-5.121389,-60.380556,Brazilian Real,BRL,0.2932,3.4191
Ministro Victor Konder Intl,Navegantes,Brazil,NVT,-26.879999,-48.65139,Brazilian Real,BRL,0.2932,3.4191
Ourilandia do Norte Airport,Ourilandia do Norte,Brazil,OIA,-6.763056,-51.05,Brazilian Real,BRL,0.2932,3.4191
Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC,-3.465556,-68.918889,Brazilian Real,BRL,0.2932,3.4191
Sinop Airport,Sinop,Brazil,OPS,-11.885,-55.586,Brazilian Real,BRL,0.2932,3.4191
Oriximina Airport,Oriximina,Brazil,ORX,-1.714167,-55.836111,Brazilian Real,BRL,0.2932,3.4191
Paulo Afonso,Paulo Alfonso,Brazil,PAV,-9.400878,-38.250575,Brazilian Real,BRL,0.2932,3.4191
Pelotas,Pelotas,Brazil,PET,-31.718353,-52.327689,Brazilian Real,BRL,0.2932,3.4191
Lauro Kurtz,Passo Fundo,Brazil,PFB,-28.243989,-52.326558,Brazilian Real,BRL,0.2932,3.4191
Julio Belem Airport,Parintins,Brazil,PIN,-2.627778,-56.735833,Brazilian Real,BRL,0.2932,3.4191
Ponta Pelada Airport,Manaus,Brazil,PLL,-3.14604,-59.9863,Brazilian Real,BRL,0.2932,3.4191
Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU,-19.851181,-43.950628,Brazilian Real,BRL,0.2932,3.4191
Ponta Pora,Ponta Pora,Brazil,PMG,-22.549639,-55.702614,Brazilian Real,BRL,0.2932,3.4191
Palmas,Palmas,Brazil,PMW,-10.241667,-48.35278,Brazilian Real,BRL,0.2932,3.4191
Porto Nacional,Porto Nacional,Brazil,PNB,-10.719417,-48.399736,Brazilian Real,BRL,0.2932,3.4191
Senador Nilo Coelho,Petrolina,Brazil,PNZ,-9.362411,-40.569097,Brazilian Real,BRL,0.2932,3.4191
Salgado Filho,Porto Alegre,Brazil,POA,-29.994428,-51.171428,Brazilian Real,BRL,0.2932,3.4191
Patos de Minas Airport,Patos de Minas,Brazil,POJ,-18.672778,-46.491111,Brazilian Real,BRL,0.2932,3.4191
Pocos De Caldas,Pocos De Caldas,Brazil,POO,-21.843014,-46.567917,Brazilian Real,BRL,0.2932,3.4191
Presidente Prudente,President Prudente,Brazil,PPB,-22.175056,-51.424639,Brazilian Real,BRL,0.2932,3.4191
